PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Survived,Scoring,Rank of Scoring,Binary outcomes reversed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,0.826912817,1.354812621,0.018543343,0.432550428,0.767198989,-0.162077929,0,0.172075219,136,1,0,64,72,270,0.116575592,0.210526316,0.000383472,,,,,,,,,,,,,,,,,,,,,,,,
638,-0.369157507,-0.737281045,0.095451215,0.432550428,0.767198989,-0.11981882,0,0.171639472,137,1,0,65,72,270,0.118397086,0.210526316,0.000383472,,,,,,,,,,,,,,,,,,,,,,,,
298,-1.565227831,1.354812621,-2.13487709,0.432550428,2.007805702,2.401641332,0,0.165525,138,1,0,66,72,270,0.120218579,0.210526316,0.000383472,,,,,,,,,,,,,,,,,,,,,,,,
280,0.826912817,1.354812621,0.403082706,0.432550428,0.767198989,-0.24055913,1,0.164845446,139,0,1,66,73,269,0.120218579,0.213450292,0,,,,,,,,,,,,,,,,,,,,,,,,
391,-1.565227831,-0.737281045,0.479990578,0.432550428,2.007805702,1.766748532,1,0.164571788,140,0,1,66,74,268,0.120218579,0.216374269,0,,,,,,,,,,,,,,,,,,,,,,,,
324,-0.369157507,1.354812621,-0.596719638,0.432550428,0.767198989,-0.064479511,1,0.163020942,141,0,1,66,75,267,0.120218579,0.219298246,0,,,,,,,,,,,,,,,,,,,,,,,,
313,-0.369157507,1.354812621,-0.289088148,0.432550428,0.767198989,-0.124849666,0,0.156894193,142,1,0,67,75,267,0.122040073,0.219298246,0.00039945,,,,,,,,,,,,,,,,,,,,,,,,
581,-0.369157507,1.354812621,-0.36599602,0.432550428,0.767198989,-0.044356126,1,0.149138176,143,0,1,67,76,266,0.122040073,0.222222222,0,,,,,,,,,,,,,,,,,,,,,,,,
330,-1.565227831,1.354812621,-1.058166874,-0.474278822,0.767198989,0.51868009,1,0.146907491,144,0,1,67,77,265,0.122040073,0.225146199,0,,,,,,,,,,,,,,,,,,,,,,,,
375,0.826912817,1.354812621,-2.057969217,2.246208929,0.767198989,-0.223957338,0,0.141595554,145,1,0,68,77,265,0.123861566,0.225146199,0.000410102,,,,,,,,,,,,,,,,,,,,,,,,
818,-0.369157507,-0.737281045,0.095451215,0.432550428,0.767198989,0.096592088,0,0.140906601,146,1,0,69,77,265,0.12568306,0.225146199,0.000410102,,,,,,,,,,,,,,,,,,,,,,,,
98,-1.565227831,-0.737281045,-0.519811766,-0.474278822,0.767198989,0.626925791,1,0.139645051,147,0,1,69,78,264,0.12568306,0.228070175,0,,,,,,,,,,,,,,,,,,,,,,,,
260,-0.369157507,1.354812621,1.556700794,-0.474278822,0.767198989,-0.124849666,1,0.137940285,148,0,1,69,79,263,0.12568306,0.230994152,0,,,,,,,,,,,,,,,,,,,,,,,,
802,-0.369157507,1.354812621,0.095451215,0.432550428,0.767198989,-0.11981882,1,0.137804735,149,0,1,69,80,262,0.12568306,0.233918129,0,,,,,,,,,,,,,,,,,,,,,,,,
357,-1.565227831,1.354812621,-0.596719638,-0.474278822,0.767198989,0.458728501,1,0.133371293,150,0,1,69,81,261,0.12568306,0.236842105,0,,,,,,,,,,,,,,,,,,,,,,,,
619,-0.369157507,1.354812621,-1.981061345,1.339379678,0.767198989,0.13675434,1,0.131347275,151,0,1,69,82,260,0.12568306,0.239766082,0,,,,,,,,,,,,,,,,,,,,,,,,
764,-1.565227831,1.354812621,0.479990578,0.432550428,2.007805702,1.766748532,1,0.130737051,152,0,1,69,83,259,0.12568306,0.242690058,0,,,,,,,,,,,,,,,,,,,,,,,,
315,-0.369157507,-0.737281045,1.018345686,0.432550428,0.767198989,-0.11981882,0,0.127539427,153,1,0,70,83,259,0.127504554,0.242690058,0.000442058,,,,,,,,,,,,,,,,,,,,,,,,
25,0.826912817,1.354812621,-1.673429854,2.246208929,0.767198989,-0.223957338,0,0.123220536,154,1,0,71,83,259,0.129326047,0.242690058,0.000442058,,,,,,,,,,,,,,,,,,,,,,,,
417,-0.369157507,1.354812621,0.326174833,0.432550428,0.767198989,0.005952337,1,0.108918754,155,0,1,71,84,258,0.129326047,0.245614035,0,,,,,,,,,,,,,,,,,,,,,,,,
103,-1.565227831,-0.737281045,-0.673627511,-0.474278822,0.767198989,0.907228447,0,0.107188814,156,1,0,72,84,258,0.131147541,0.245614035,0.000447384,,,,,,,,,,,,,,,,,,,,,,,,
167,-1.565227831,1.354812621,0.018543343,-0.474278822,0.767198989,0.458728501,1,0.103971263,157,0,1,72,85,257,0.131147541,0.248538012,0,,,,,,,,,,,,,,,,,,,,,,,,
601,-0.369157507,1.354812621,-0.442903893,1.339379678,0.767198989,-0.104726281,1,0.092140264,158,0,1,72,86,256,0.131147541,0.251461988,0,,,,,,,,,,,,,,,,,,,,,,,,
319,-1.565227831,1.354812621,0.095451215,-0.474278822,2.007805702,2.669618414,1,0.090140204,159,0,1,72,87,255,0.131147541,0.254385965,0,,,,,,,,,,,,,,,,,,,,,,,,
17,0.826912817,-0.737281045,-2.13487709,3.153038179,0.767198989,-0.061964088,0,0.086854184,160,1,0,73,87,255,0.132969035,0.254385965,0.000463362,,,,,,,,,,,,,,,,,,,,,,,,
441,-0.369157507,1.354812621,1.172161432,0.432550428,0.767198989,-0.11981882,1,0.086354683,161,0,1,73,88,254,0.132969035,0.257309942,0,,,,,,,,,,,,,,,,,,,,,,,,
499,-1.565227831,1.354812621,-0.36599602,0.432550428,2.007805702,2.401641332,0,0.080999914,162,1,0,74,88,254,0.134790528,0.257309942,0.000468688,,,,,,,,,,,,,,,,,,,,,,,,
303,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.648057678,0,0.080779885,163,1,0,75,88,254,0.136612022,0.257309942,0.000468688,,,,,,,,,,,,,,,,,,,,,,,,
172,0.826912817,-0.737281045,-1.981061345,3.153038179,0.767198989,-0.061964088,0,0.079504176,164,1,0,76,88,254,0.138433515,0.257309942,0.000468688,,,,,,,,,,,,,,,,,,,,,,,,
765,0.826912817,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.491598359,0,0.06958585,165,1,0,77,88,254,0.140255009,0.257309942,0.000468688,,,,,,,,,,,,,,,,,,,,,,,,
221,0.826912817,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.486064428,1,0.068799967,166,0,1,77,89,253,0.140255009,0.260233918,0,,,,,,,,,,,,,,,,,,,,,,,,
575,0.826912817,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.486064428,0,0.068799967,167,1,0,78,89,253,0.142076503,0.260233918,0.000474014,,,,,,,,,,,,,,,,,,,,,,,,
279,0.826912817,-0.737281045,-1.750337727,3.153038179,0.767198989,-0.061964088,0,0.068479165,168,1,0,79,89,253,0.143897996,0.260233918,0.000474014,,,,,,,,,,,,,,,,,,,,,,,,
671,-0.369157507,1.354812621,0.787622069,0.432550428,0.767198989,0.13675434,1,0.068293323,169,0,1,79,90,252,0.143897996,0.263157895,0,,,,,,,,,,,,,,,,,,,,,,,,
434,0.826912817,-0.737281045,-0.981259001,-0.474278822,-0.473407725,-0.50467856,0,0.067768387,170,1,0,80,90,252,0.14571949,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
379,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.567312596,0,0.065638139,171,1,0,81,90,252,0.147540984,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
139,0.826912817,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.462586475,0,0.065465824,172,1,0,82,90,252,0.149362477,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
788,0.826912817,-0.737281045,-1.673429854,3.153038179,0.767198989,-0.061964088,0,0.064804162,173,1,0,83,90,252,0.151183971,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
283,0.826912817,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.45688552,0,0.064656222,174,1,0,84,90,252,0.153005464,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
177,0.826912817,-0.737281045,0.018543343,2.246208929,0.767198989,-0.135581467,0,0.063654787,175,1,0,85,90,252,0.154826958,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
164,0.826912817,-0.737281045,-0.981259001,-0.474278822,-0.473407725,-0.473738855,0,0.063374588,176,1,0,86,90,252,0.156648452,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
501,0.826912817,-0.737281045,-0.981259001,-0.474278822,-0.473407725,-0.473738855,0,0.063374588,177,1,0,87,90,252,0.158469945,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
845,0.826912817,-0.737281045,-0.981259001,-0.474278822,-0.473407725,-0.473738855,0,0.063374588,178,1,0,88,90,252,0.160291439,0.263157895,0.00047934,,,,,,,,,,,,,,,,,,,,,,,,
778,0.826912817,1.354812621,-1.904153472,-0.474278822,-0.473407725,-0.397018449,1,0.062744704,179,0,1,88,91,251,0.160291439,0.266081871,0,,,,,,,,,,,,,,,,,,,,,,,,
776,0.826912817,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.492101444,0,0.062307286,180,1,0,89,91,251,0.162112933,0.266081871,0.000484666,,,,,,,,,,,,,,,,,,,,,,,,
676,0.826912817,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.491598359,0,0.062235842,181,1,0,90,91,251,0.163934426,0.266081871,0.000484666,,,,,,,,,,,,,,,,,,,,,,,,
689,0.826912817,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.491179793,0,0.062176401,182,1,0,91,91,251,0.16575592,0.266081871,0.000484666,,,,,,,,,,,,,,,,,,,,,,,,
144,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.512224829,0,0.061490038,183,1,0,92,91,251,0.167577413,0.266081871,0.000484666,,,,,,,,,,,,,,,,,,,,,,,,
205,0.826912817,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.486064428,1,0.061449959,184,0,1,92,92,250,0.167577413,0.269005848,0,,,,,,,,,,,,,,,,,,,,,,,,
835,0.826912817,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.481033582,0,0.060735521,185,1,0,93,92,250,0.169398907,0.269005848,0.000489992,,,,,,,,,,,,,,,,,,,,,,,,
165,0.826912817,-0.737281045,-2.211784963,3.153038179,0.767198989,0.150589167,0,0.060344148,186,1,0,94,92,250,0.171220401,0.269005848,0.000489992,,,,,,,,,,,,,,,,,,,,,,,,
716,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.494113782,0,0.058918058,187,1,0,95,92,250,0.173041894,0.269005848,0.000489992,,,,,,,,,,,,,,,,,,,,,,,,
272,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.648057678,1,0.058729863,188,0,1,95,93,249,0.173041894,0.271929825,0,,,,,,,,,,,,,,,,,,,,,,,,
380,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.491598359,0,0.058560838,189,1,0,96,93,249,0.174863388,0.271929825,0.000495318,,,,,,,,,,,,,,,,,,,,,,,,
567,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.489167454,0,0.058215622,190,1,0,97,93,249,0.176684882,0.271929825,0.000495318,,,,,,,,,,,,,,,,,,,,,,,,
647,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.489167454,0,0.058215622,191,1,0,98,93,249,0.178506375,0.271929825,0.000495318,,,,,,,,,,,,,,,,,,,,,,,,
878,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.489167454,0,0.058215622,192,1,0,99,93,249,0.180327869,0.271929825,0.000495318,,,,,,,,,,,,,,,,,,,,,,,,
284,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.486064428,1,0.057774956,193,0,1,99,94,248,0.180327869,0.274853801,0,,,,,,,,,,,,,,,,,,,,,,,,
373,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.486064428,0,0.057774956,194,1,0,100,94,248,0.182149362,0.274853801,0.000500644,,,,,,,,,,,,,,,,,,,,,,,,
68,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.483885066,0,0.057465461,195,1,0,101,94,248,0.183970856,0.274853801,0.000500644,,,,,,,,,,,,,,,,,,,,,,,,
132,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.506187814,0,0.056957707,196,1,0,102,94,248,0.18579235,0.274853801,0.000500644,,,,,,,,,,,,,,,,,,,,,,,,
825,0.826912817,-0.737281045,-2.13487709,3.153038179,0.767198989,0.150589167,0,0.056669144,197,1,0,103,94,248,0.187613843,0.274853801,0.000500644,,,,,,,,,,,,,,,,,,,,,,,,
732,0.826912817,-0.737281045,-1.442706237,-0.474278822,-0.473407725,-0.269989581,0,0.056489839,198,1,0,104,94,248,0.189435337,0.274853801,0.000500644,,,,,,,,,,,,,,,,,,,,,,,,
763,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.502581703,1,0.056445597,199,0,1,104,95,247,0.189435337,0.277777778,0,,,,,,,,,,,,,,,,,,,,,,,,
92,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.490004587,0,0.0546595,200,1,0,105,95,247,0.191256831,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
641,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.490004587,0,0.0546595,201,1,0,106,95,247,0.193078324,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
228,0.826912817,-0.737281045,-0.712081447,-0.474278822,-0.473407725,-0.502163137,0,0.054548654,202,1,0,107,95,247,0.194899818,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
841,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.488579852,0,0.054457171,203,1,0,108,95,247,0.196721311,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
13,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.486064428,0,0.054099952,204,1,0,109,95,247,0.198542805,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
492,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.502163137,0,0.052711152,205,1,0,110,95,247,0.200364299,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
726,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.473738855,0,0.052349577,206,1,0,111,95,247,0.202185792,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
688,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.443386753,0,0.051714228,207,1,0,112,95,247,0.204007286,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
422,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.492437505,0,0.051329999,208,1,0,113,95,247,0.20582878,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
409,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.491598359,0,0.051210831,209,1,0,114,95,247,0.207650273,0.277777778,0.00050597,,,,,,,,,,,,,,,,,,,,,,,,
392,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.491179793,1,0.05115139,210,0,1,114,96,246,0.207650273,0.280701754,0,,,,,,,,,,,,,,,,,,,,,,,,
52,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.491095275,0,0.051139387,211,1,0,115,96,246,0.209471767,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
624,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.490004587,0,0.050984497,212,1,0,116,96,246,0.21129326,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
116,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.488579852,0,0.050782168,213,1,0,117,96,246,0.213114754,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
174,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.488579852,0,0.050782168,214,1,0,118,96,246,0.214936248,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
683,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.462419451,0,0.05074209,215,1,0,119,96,246,0.216757741,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
38,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.486064428,0,0.050424948,216,1,0,120,96,246,0.218579235,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
495,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.486064428,0,0.050424948,217,1,0,121,96,246,0.220400729,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
442,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.45688552,0,0.049956207,218,1,0,122,96,246,0.222222222,0.280701754,0.000511296,,,,,,,,,,,,,,,,,,,,,,,,
249,-1.565227831,-0.737281045,0.556898451,0.432550428,0.767198989,0.409510726,1,0.049824291,219,0,1,122,97,245,0.222222222,0.283625731,0,,,,,,,,,,,,,,,,,,,,,,,,
244,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.50467856,0,0.049393368,220,1,0,123,97,245,0.224043716,0.283625731,0.000516622,,,,,,,,,,,,,,,,,,,,,,,,
653,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.478351135,0,0.049329571,221,1,0,124,97,245,0.225865209,0.283625731,0.000516622,,,,,,,,,,,,,,,,,,,,,,,,
554,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.502666221,1,0.049107593,222,0,1,124,98,244,0.225865209,0.286549708,0,,,,,,,,,,,,,,,,,,,,,,,,
61,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.502581703,0,0.04909559,223,1,0,125,98,244,0.227686703,0.286549708,0.000521948,,,,,,,,,,,,,,,,,,,,,,,,
213,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.502163137,0,0.049036149,224,1,0,126,98,244,0.229508197,0.286549708,0.000521948,,,,,,,,,,,,,,,,,,,,,,,,
321,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.502163137,0,0.049036149,225,1,0,127,98,244,0.23132969,0.286549708,0.000521948,,,,,,,,,,,,,,,,,,,,,,,,
877,0.826912817,-0.737281045,-0.750535383,-0.474278822,-0.473407725,-0.449926854,0,0.048967995,226,1,0,128,98,244,0.233151184,0.286549708,0.000521948,,,,,,,,,,,,,,,,,,,,,,,,
837,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.473738855,0,0.048674573,227,1,0,129,98,244,0.234972678,0.286549708,0.000521948,,,,,,,,,,,,,,,,,,,,,,,,
781,0.826912817,1.354812621,-1.288890491,-0.474278822,-0.473407725,-0.502581703,1,0.048335887,228,0,1,129,99,243,0.234972678,0.289473684,0,,,,,,,,,,,,,,,,,,,,,,,,
479,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.496713724,0,0.048262269,229,1,0,130,99,243,0.236794171,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
396,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.491179793,0,0.047476386,230,1,0,131,99,243,0.238615665,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
288,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.489167454,0,0.04719061,231,1,0,132,99,243,0.240437158,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
522,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.489167454,0,0.04719061,232,1,0,133,99,243,0.242258652,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
113,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.486064428,0,0.046749945,233,1,0,134,99,243,0.244080146,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
589,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.486064428,0,0.046749945,234,1,0,135,99,243,0.245901639,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
81,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.466947213,0,0.044035077,235,1,0,136,99,243,0.247723133,0.289473684,0.000527274,,,,,,,,,,,,,,,,,,,,,,,,
524,-1.565227831,1.354812621,1.095253559,-0.474278822,0.767198989,0.51868009,1,0.044007387,236,0,1,136,100,242,0.247723133,0.292397661,0,,,,,,,,,,,,,,,,,,,,,,,,
834,0.826912817,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.490004587,0,0.043634489,237,1,0,137,100,242,0.249544627,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
297,0.826912817,-0.737281045,-0.481357829,-0.474278822,-0.473407725,-0.502581703,0,0.043583084,238,1,0,138,100,242,0.25136612,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
754,0.826912817,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.489167454,0,0.043515607,239,1,0,139,100,242,0.253187614,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
226,0.826912817,-0.737281045,-0.596719638,-0.474278822,-0.473407725,-0.459904028,0,0.043034863,240,1,0,140,100,242,0.255009107,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
15,0.826912817,1.354812621,-1.211982619,-0.474278822,-0.473407725,-0.490004587,0,0.042874786,241,1,0,141,100,242,0.256830601,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
156,-1.565227831,-0.737281045,1.633608667,-0.474278822,0.767198989,0.5870996,0,0.04240073,242,1,0,142,100,242,0.258652095,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
211,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.506187814,0,0.042257692,243,1,0,143,100,242,0.260473588,0.292397661,0.0005326,,,,,,,,,,,,,,,,,,,,,,,,
128,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.504342499,1,0.041995636,244,0,1,143,101,241,0.260473588,0.295321637,0,,,,,,,,,,,,,,,,,,,,,,,,
876,0.826912817,1.354812621,-1.135074746,-0.474278822,-0.473407725,-0.502666221,1,0.040997882,245,0,1,143,102,240,0.260473588,0.298245614,0,,,,,,,,,,,,,,,,,,,,,,,,
515,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.497216808,0,0.040983705,246,1,0,144,102,240,0.262295082,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
500,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.491179793,0,0.040126378,247,1,0,145,102,240,0.264116576,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
295,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.489167454,0,0.039840603,248,1,0,146,102,240,0.265938069,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
351,0.826912817,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.462419451,0,0.039717078,249,1,0,147,102,240,0.267759563,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
90,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.486064428,0,0.039399937,250,1,0,148,102,240,0.269581056,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
576,0.826912817,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.356268595,0,0.039342434,251,1,0,149,102,240,0.27140255,0.298245614,0.000543252,,,,,,,,,,,,,,,,,,,,,,,,
23,0.826912817,1.354812621,-1.135074746,-0.474278822,-0.473407725,-0.486482995,1,0.038699675,252,0,1,149,103,239,0.27140255,0.301169591,0,,,,,,,,,,,,,,,,,,,,,,,,
785,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.506187814,0,0.038582689,253,1,0,150,103,239,0.273224044,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
885,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.506187814,0,0.038582689,254,1,0,151,103,239,0.275045537,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
51,0.826912817,-0.737281045,-1.750337727,3.153038179,0.767198989,0.150589167,0,0.038294126,255,1,0,152,103,239,0.276867031,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
694,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.502666221,0,0.038082581,256,1,0,153,103,239,0.278688525,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
786,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.502163137,0,0.038011138,257,1,0,154,103,239,0.280510018,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
677,0.826912817,-0.737281045,-0.404449957,-0.474278822,-0.473407725,-0.486064428,0,0.037562435,258,1,0,155,103,239,0.282331512,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
842,-0.369157507,-0.737281045,-1.058166874,-0.474278822,-0.473407725,-0.436762135,0,0.037204273,259,1,0,156,103,239,0.284153005,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
76,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.494113782,0,0.036868035,260,1,0,157,103,239,0.285974499,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
704,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.492268468,0,0.036605979,261,1,0,158,103,239,0.287795993,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
795,0.826912817,-0.737281045,-0.36599602,-0.474278822,-0.473407725,-0.489167454,0,0.036165599,262,1,0,159,103,239,0.289617486,0.301169591,0.000548578,,,,,,,,,,,,,,,,,,,,,,,,
157,0.826912817,1.354812621,-1.058166874,-0.474278822,-0.473407725,-0.492437505,1,0.035870281,263,0,1,159,104,238,0.289617486,0.304093567,0,,,,,,,,,,,,,,,,,,,,,,,,
209,0.826912817,1.354812621,-1.058166874,-0.474278822,-0.473407725,-0.492101444,1,0.035822557,264,0,1,159,105,237,0.289617486,0.307017544,0,,,,,,,,,,,,,,,,,,,,,,,,
771,0.826912817,-0.737281045,-0.442903893,-0.474278822,-0.473407725,-0.45688552,0,0.035256192,265,1,0,160,105,237,0.29143898,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
163,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.491598359,0,0.032835812,266,1,0,161,105,237,0.293260474,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
811,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.489334479,0,0.032514315,267,1,0,162,105,237,0.295081967,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
629,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.489167454,0,0.032490595,268,1,0,163,105,237,0.296903461,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
871,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.489167454,0,0.032490595,269,1,0,164,105,237,0.298724954,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
